host_response_time,host_response_rate,host_is_superhost,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,price,review_scores_rating,distance_from_syntagma
,,f,37.9748583,23.7261836,Entire home/apt,2,1.0,1.0,206.0,,0.7673385321767534
within an hour,100%,t,37.9605119,23.732919,Entire home/apt,2,1.0,0.0,86.0,4.72,1.6756235836772633
within an hour,100%,t,37.95953177284279,23.726324371163926,Entire home/apt,6,1.0,2.0,105.0,5.0,1.928169637287939
within an hour,100%,t,37.9994885,23.7123802,Entire home/apt,3,1.0,1.0,39.0,4.96,3.318140322636915
within an hour,100%,f,37.992855410525536,23.764083911639403,Entire home/apt,2,1.0,1.0,63.0,5.0,3.2040955461967626
within an hour,100%,t,37.98668731318437,23.756364472210407,Entire home/apt,2,1.0,1.0,41.0,4.91,2.2553522539146416
within an hour,100%,t,37.98229,23.76356,Private room,2,1.0,1.0,41.0,4.88,2.6230037987361143
within an hour,90%,t,37.9866079,23.7565313,Entire home/apt,3,1.0,1.0,75.0,4.75,2.2627316409897156
within an hour,100%,t,37.96239871754438,23.73027965581969,Entire home/apt,5,1.0,2.0,70.0,5.0,1.5120500187262083
within an hour,100%,t,37.9848766,23.7326151,Entire home/apt,4,1.0,1.0,77.0,4.84,1.061688973684261
within an hour,100%,t,37.9778053,23.731324,Entire home/apt,4,1.0,1.0,101.0,4.5,0.40491099557075055
within an hour,100%,t,37.984651779656986,23.73587203984001,Entire home/apt,4,1.5,2.0,100.0,4.91,1.0211915392605382
within an hour,98%,f,37.97512075408452,23.729122029278813,Entire home/apt,2,1.0,1.0,85.0,4.41,0.5082050014152757
within an hour,98%,f,37.97659,23.73081,Entire home/apt,2,1.0,1.0,85.0,3.86,0.3784285731020823
within an hour,98%,f,37.9774,23.73089,Entire home/apt,2,1.0,1.0,61.0,4.35,0.41008964034518425
within an hour,98%,f,37.97684949181949,23.73096266390824,Entire home/apt,2,1.0,1.0,85.0,4.44,0.3763238045038674
within an hour,100%,f,37.9965413,23.7259314,Entire home/apt,2,1.0,0.0,45.0,4.73,2.468183817002668
within an hour,95%,f,37.962,23.71921,Entire home/apt,4,1.0,1.0,56.0,4.74,2.0359484582873746
within an hour,100%,f,37.984809262784665,23.754310873113408,Entire home/apt,4,1.0,1.0,66.0,5.0,1.9914632504066876
within an hour,100%,t,37.9760821,23.7326493,Entire home/apt,6,1.5,2.0,126.0,4.86,0.2076247234334117
within an hour,100%,t,38.0011108,23.7389478,Entire home/apt,2,1.0,1.0,37.0,4.75,2.86979989647742
within an hour,99%,f,37.98546360392152,23.76335852087091,Private room,1,1.0,1.0,42.0,5.0,2.729262503269262
within an hour,100%,t,37.9852667,23.7324397,Entire home/apt,4,1.0,2.0,118.0,5.0,1.1072087259377135
within an hour,100%,f,37.962507426094646,23.72267816115527,Entire home/apt,7,1.5,3.0,85.0,4.6,1.798611497810883
within a day,100%,f,37.95541,23.71855,Entire home/apt,4,1.0,2.0,50.0,5.0,2.654186556552984
within an hour,90%,t,37.99255,23.72887,Entire home/apt,2,1.0,1.0,77.0,4.89,1.9681534530012417
within an hour,100%,,37.9780303,23.7407143,Entire home/apt,4,1.0,1.0,93.0,4.87,0.5821346672914969
,,f,37.9884194,23.7365305,Entire home/apt,4,1.0,2.0,117.0,5.0,1.443661987934485
,,f,37.9777418,23.7507307,Entire home/apt,2,1.0,1.0,117.0,1.5,1.4097857550602761
within an hour,100%,t,38.0037752430231,23.73388286190187,Entire home/apt,2,1.0,1.0,38.0,4.92,3.145326878854102
within an hour,100%,,37.9788794,23.7427962,Entire home/apt,4,1.0,1.0,66.0,4.73,0.7875343004130487
within an hour,100%,t,37.9771,23.73072,Entire home/apt,3,1.0,1.0,93.0,4.58,0.4072936744203207
within an hour,100%,t,37.9801767,23.7395591,Entire home/apt,4,2.0,2.0,199.0,4.97,0.6612032230698985
within an hour,100%,f,37.97912268884771,23.73701942513121,Entire home/apt,5,1.5,2.0,102.0,5.0,0.4435957644780973
within a few hours,100%,f,37.9941194,23.7241729,Private room,3,1.0,1.0,33.0,3.67,2.2738371533707316
within an hour,100%,t,37.9775759,23.7524634,Entire home/apt,4,2.0,2.0,151.0,5.0,1.5566559454700892
within an hour,99%,f,37.9679513,23.7448958,Entire home/apt,4,1.5,2.0,100.0,4.82,1.2133738600072275
within an hour,100%,t,37.9658834,23.7223545,Entire home/apt,4,1.0,2.0,83.0,5.0,1.5338850637444001
within an hour,100%,t,37.97784674382224,23.72345958465575,Entire home/apt,4,1.0,1.0,148.0,5.0,1.0361565476536168
within an hour,100%,f,37.9827,23.71154,Entire home/apt,4,1.0,1.0,112.0,4.74,2.198414122329404
within an hour,100%,t,37.9667626,23.7298381,Entire home/apt,5,2.0,2.0,102.0,4.98,1.068081892080413
within an hour,100%,f,37.9679934453199,23.72596403862304,Entire home/apt,6,1.0,2.0,89.0,5.0,1.1446661382084615
within an hour,100%,f,38.00072097336375,23.72622172043371,Entire home/apt,4,1.0,1.0,40.0,4.75,2.905740249869865
,,t,37.96690188926796,23.74758828431368,Entire home/apt,4,1.0,2.0,55.0,4.75,1.4666611142887147
,,f,37.99392,23.765025,Entire home/apt,2,1.0,1.0,42.0,5.0,3.341519725940707
within an hour,100%,f,37.99237503060047,23.76745691064338,Entire home/apt,3,1.0,1.0,58.0,4.54,3.415049512812895
within an hour,100%,f,37.9976029,23.7418722,Entire home/apt,2,1.0,1.0,31.0,4.83,2.5325487275882073
within an hour,100%,t,37.97785942930838,23.72345958465575,Entire home/apt,2,1.0,1.0,176.0,5.0,1.0365125990684163
within an hour,100%,t,37.96208369479911,23.721834309226207,Entire home/apt,2,1.0,1.0,59.0,4.65,1.8807829251188115
within an hour,100%,t,37.96199,23.72194,Entire home/apt,3,1.0,1.0,61.0,4.8,1.8834549206233615
within an hour,100%,t,37.97086,23.74825,Entire home/apt,4,1.0,2.0,54.0,4.86,1.2788854786670316
within an hour,100%,t,37.96757059999999,23.7275353,Entire home/apt,2,1.0,1.0,134.0,4.89,1.0927791783301022
within an hour,100%,f,37.99389161207265,23.7446238195696,Entire home/apt,4,1.0,1.0,50.0,5.0,2.215513674177609
within an hour,100%,f,37.98939,23.74937,Entire home/apt,4,1.0,1.0,45.0,5.0,1.9984537524832744
within an hour,100%,t,37.9990472,23.7306089,Entire home/apt,6,1.0,2.0,68.0,5.0,2.645197795981938
,,t,37.9824413,23.7352115,Private room,4,1.0,1.0,211.0,,0.7723200781549123
within an hour,100%,,37.97377,23.73177,Entire home/apt,4,1.0,1.0,125.0,5.0,0.33507517143719895
within an hour,100%,,37.9757,23.73325,Entire home/apt,4,1.0,1.0,94.0,,0.1463255536024477
within an hour,100%,,37.9751327047507,23.73204355896913,Entire home/apt,4,1.0,1.0,118.0,,0.25368276438218823
within an hour,100%,,37.97141,23.73214,Entire home/apt,4,1.0,2.0,104.0,,0.5151308982546827
within an hour,100%,f,38.01032,23.7293,Entire home/apt,5,1.0,1.0,54.0,4.5,3.902782733520117
within an hour,97%,f,37.9782531,23.7294529,Entire home/apt,3,1.0,1.0,73.0,4.47,0.5671556780200351
within an hour,100%,t,37.99780450000001,23.7368697,Private room,1,1.0,1.0,34.0,4.98,2.486147361933685
within an hour,100%,t,37.96208724040334,23.722814003696094,Entire home/apt,4,1.0,2.0,71.0,4.85,1.829431575066392
within an hour,100%,f,37.97816,23.72647,Entire home/apt,2,1.0,1.0,130.0,5.0,0.7958948002043654
within an hour,100%,t,37.984814,23.733648,Entire home/apt,4,1.0,1.0,83.0,4.92,1.041466674247425
within an hour,100%,t,37.98485578093115,23.73368585092621,Entire home/apt,6,1.0,2.0,93.0,4.92,1.0457439549939047
within an hour,100%,t,37.984814,23.733648,Entire home/apt,4,1.0,1.0,81.0,4.94,1.041466674247425
within an hour,100%,t,37.984814,23.733648,Entire home/apt,6,1.0,2.0,92.0,4.92,1.041466674247425
within an hour,100%,t,37.984814,23.733648,Entire home/apt,4,1.0,1.0,81.0,4.96,1.041466674247425
,,f,37.9563198,23.728656,Entire home/apt,4,1.0,1.0,86.0,4.94,2.201862592299952
within an hour,81%,f,37.99118199999999,23.751516,Entire home/apt,2,1.0,0.0,52.0,4.88,2.27187595615592
within an hour,100%,t,38.0008844,23.7244938,Entire home/apt,4,1.0,1.0,45.0,4.89,2.966285214342712
within an hour,100%,f,37.99429,23.74498,Entire home/apt,3,1.0,1.0,38.0,,2.268441082229668
within an hour,100%,t,37.9670048,23.74362,Entire home/apt,2,1.0,1.0,58.0,4.93,1.2151439053293984
within an hour,100%,t,37.9658631,23.7092002,Entire home/apt,4,1.0,2.0,85.0,4.95,2.494659711516054
within an hour,100%,t,37.99282796842785,23.7268588134918,Entire home/apt,4,2.0,2.0,53.0,4.82,2.0516219920994603
within an hour,100%,t,37.96837,23.72472,Entire home/apt,2,1.0,1.0,141.0,,1.1936650888615534
within an hour,100%,t,37.96969,23.72642,Entire home/apt,4,2.5,2.0,189.0,5.0,0.984831938856357
within an hour,100%,t,37.96819,23.72413,Entire home/apt,2,1.0,1.0,152.0,5.0,1.2457725968778839
within an hour,91%,f,37.98948,23.75918,Entire home/apt,4,1.5,2.0,72.0,5.0,2.6353035761492136
within an hour,99%,f,37.9759687,23.7295807,Entire home/apt,4,1.5,1.0,87.0,4.4,0.46914991495209285
within an hour,100%,f,37.96632,23.72979,Entire home/apt,3,1.0,0.0,131.0,,1.114724877410651
within an hour,100%,t,37.97625,23.73118,Entire home/apt,6,1.0,2.0,172.0,4.75,0.33656004414858637
within an hour,100%,t,37.98666679999999,23.7337015,Entire home/apt,2,1.0,1.0,78.0,4.85,1.246126731649283
within an hour,100%,t,37.9850034,23.7360711,Entire home/apt,3,1.0,1.0,70.0,5.0,1.0617031272118935
within an hour,100%,t,37.987329,23.7356266,Entire home/apt,5,1.5,2.0,72.0,4.92,1.3168655217157683
within an hour,100%,f,37.96838,23.7069,Entire home/apt,4,1.0,1.0,48.0,4.66,2.5789080696151925
within an hour,100%,t,37.9627767,23.7187884,Entire home/apt,5,1.0,2.0,86.0,4.87,1.999064991979611
within a day,50%,f,37.9788034,23.7279866,Private room,2,0.0,1.0,214.0,5.0,0.7085990687809164
within an hour,100%,t,37.9852667,23.7324397,Entire home/apt,2,1.0,1.0,75.0,4.81,1.1072087259377135
within a day,100%,,37.979184,23.725362,Entire home/apt,2,1.0,0.0,91.0,4.87,0.9309726154138315
within an hour,100%,t,38.0124488,23.7296833,Entire home/apt,3,1.0,1.0,41.0,4.93,4.133872963338874
within an hour,100%,f,37.99326,23.72421,Entire home/apt,4,1.5,1.0,57.0,,2.1857902740384825
within a few hours,100%,f,37.96989,23.71228,Entire home/apt,2,1.0,1.0,84.0,,2.0785787512031813
within a few hours,100%,f,37.97018129712884,23.71421795507226,Entire home/apt,2,1.0,1.0,84.0,,1.9069183841027844
within an hour,100%,t,37.99055722227708,23.71792578481108,Entire home/apt,4,1.0,1.0,52.0,4.9,2.2397332658437574
within an hour,96%,f,37.99759,23.73574,Private room,2,1.5,1.0,25.0,4.36,2.457398849429151
within an hour,100%,f,37.97312467123234,23.7195414374344,Entire home/apt,3,1.0,1.0,66.0,4.72,1.3718968432774268
within an hour,100%,t,37.9774186,23.7319284,Entire home/apt,3,1.0,1.0,161.0,5.0,0.3366817040442117
within an hour,100%,t,37.96246,23.73323,Entire home/apt,6,1.0,2.0,118.0,4.96,1.4573530624043514
within an hour,100%,t,37.9624382,23.7184156,Entire home/apt,4,1.0,1.0,87.0,4.87,2.048796310161089
within an hour,100%,f,38.00069652210801,23.718777206218046,Entire home/apt,4,1.0,2.0,79.0,4.83,3.1378500749288034
within an hour,100%,t,37.97772331390086,23.739639527647395,Entire home/apt,5,2.5,2.0,170.0,4.96,0.4834197699847856
within an hour,96%,f,37.9638883,23.7203554,Entire home/apt,2,1.0,1.0,63.0,,1.814562061880205
within an hour,100%,t,37.9900631,23.7475981,Entire home/apt,4,1.0,1.0,48.0,5.0,1.9648987418886759
within an hour,100%,f,37.97470253246257,23.71475654991074,Entire home/apt,5,1.0,1.0,105.0,4.0,1.7678498784907772
within an hour,100%,t,37.982392830378885,23.72911805524641,Entire home/apt,3,1.0,1.0,72.0,4.81,0.9188382228259935
,,,37.963409,23.7320462,Entire home/apt,2,1.0,1.0,65.0,4.42,1.3675335417716987
within an hour,100%,t,37.9939865,23.7219974,Entire home/apt,4,1.0,1.0,38.0,4.86,2.3461061336043607
,,f,37.963605611054255,23.728482527128808,Entire home/apt,6,1.0,2.0,131.0,4.79,1.437262068908074
within an hour,100%,t,37.9645741,23.7228865,Entire home/apt,2,1.0,1.0,86.0,4.91,1.6077886464144944
within an hour,100%,t,37.9796167,23.7270387,Entire home/apt,2,0.5,1.0,62.0,4.78,0.827234306909136
within an hour,100%,,37.9620183,23.721,Entire home/apt,6,1.5,3.0,80.0,4.56,1.9318316270307618
within an hour,100%,t,37.97418,23.73155,Entire home/apt,4,1.5,1.0,174.0,5.0,0.3282777709982185
within an hour,100%,f,37.96262371749257,23.724144453442392,Entire home/apt,4,1.0,1.0,53.0,4.74,1.7143254779559418
within an hour,100%,,37.97574392441255,23.71853157877922,Entire home/apt,5,1.0,2.0,145.0,4.86,1.4349798624500942
,,,37.967793490342,23.72851291386301,Entire home/apt,4,1.0,1.0,76.0,4.98,1.0236089265418977
within an hour,100%,,37.98263837416703,23.72234959150731,Entire home/apt,3,1.0,1.0,45.0,4.7,1.3564937094727443
within an hour,100%,t,37.9731111,23.712576,Entire home/apt,2,1.0,1.0,51.0,4.53,1.9747241473119022
,,f,37.9676758,23.7530479,Entire home/apt,4,1.0,2.0,116.0,,1.813151604325617
within an hour,100%,t,37.96640845314237,23.743831508586904,Entire home/apt,4,1.0,1.0,101.0,4.88,1.2786481468807183
within an hour,100%,t,37.9830864,23.722209,Entire home/apt,4,1.0,1.0,95.0,4.17,1.396029292784793
within a few hours,100%,f,37.99577276264543,23.72370610361281,Entire home/apt,2,1.0,1.0,35.0,,2.4584487874230034
within an hour,100%,t,37.9861385,23.7231996,Entire home/apt,2,1.0,1.0,63.0,5.0,1.565564953001411
within an hour,100%,t,37.99144421205276,23.747170717196635,Entire home/apt,3,1.0,1.0,63.0,4.89,2.073594403945683
,,t,37.9710273,23.7445918,Entire home/apt,2,1.0,1.0,51.0,4.93,0.9844051430952748
within an hour,96%,f,37.97940400573005,23.74564781266232,Entire home/apt,3,1.0,1.0,99.0,4.72,1.0372523918684877
within an hour,100%,t,37.9574618,23.7390236,Entire home/apt,3,1.0,2.0,47.0,4.97,2.038070385474388
within a day,50%,f,37.9788034,23.7279866,Private room,2,1.0,1.0,215.0,5.0,0.7085990687809164
within an hour,100%,f,37.99177058932181,23.730365421097865,Entire home/apt,4,1.5,2.0,105.0,5.0,1.8523427005789357
within an hour,100%,f,37.9904368,23.7318353,Entire home/apt,4,1.0,2.0,81.0,5.0,1.6824751752910105
within an hour,100%,f,37.97561163407001,23.732096609016804,Entire home/apt,4,1.0,1.0,173.0,5.0,0.24603615325052447
within an hour,100%,f,38.00485406368016,23.72830158604036,Entire home/apt,3,1.0,1.0,34.0,4.71,3.314848064571595
within an hour,100%,f,37.9865105263625,23.730914027809867,Entire home/apt,4,1.5,2.0,82.0,4.75,1.2731824571740002
within an hour,93%,f,37.98958044058395,23.730651347501777,Entire home/apt,2,1.0,1.0,48.0,4.0,1.609344958767434
within an hour,100%,t,37.97565,23.72881,Entire home/apt,4,1.0,1.0,87.0,4.62,0.5340610369775934
within an hour,100%,t,37.975617068343865,23.727621857490764,Entire home/apt,2,1.0,1.0,85.0,4.62,0.6380764959956037
within an hour,100%,t,37.9997284,23.7289607,Entire home/apt,6,2.0,2.0,59.0,4.95,2.743896396149438
within a few hours,100%,t,37.97057103156981,23.70675165993962,Entire home/apt,2,1.0,1.0,42.0,4.86,2.527482678966878
within a few hours,100%,f,37.96583216293572,23.747874945402145,Entire home/apt,5,1.0,2.0,78.0,,1.5650028292970457
within an hour,100%,f,37.96356249319805,23.7306731,Entire home/apt,3,1.0,1.0,70.0,4.86,1.3781345035194876
within an hour,100%,f,37.96300663848098,23.72054346084316,Entire home/apt,5,1.0,2.0,79.0,4.0,1.8744766435731108
within an hour,100%,f,37.9621065,23.7311613,Entire home/apt,2,1.0,1.0,27.0,4.74,1.5249237622783485
within an hour,100%,t,37.96281159999999,23.7179754,Entire home/apt,2,1.0,1.0,45.0,4.97,2.0473593380086625
within an hour,100%,t,37.9625149,23.7247979,Entire home/apt,6,3.0,3.0,104.0,4.56,1.6938055227700644
within an hour,100%,t,37.987329,23.7356266,Entire home/apt,6,3.0,3.0,137.0,5.0,1.3168655217157683
within an hour,100%,t,37.95959570868425,23.72874281907293,Entire home/apt,5,1.0,2.0,117.0,4.91,1.8490097724641852
within an hour,100%,t,37.97685730217545,23.726974099521133,Entire home/apt,2,1.0,1.0,59.0,4.75,0.7109201564776392
within an hour,100%,t,37.96189002197376,23.720951723194933,Entire home/apt,3,1.0,1.0,59.0,4.92,1.945578653430412
within an hour,93%,f,37.98411,23.7416,Entire home/apt,6,2.0,3.0,138.0,4.8,1.123136948976777
within an hour,100%,t,37.97419527515381,23.731769122090167,Entire home/apt,4,1.0,1.0,157.0,4.98,0.3104188604972875
within an hour,100%,f,37.9670895,23.7534024,Entire home/apt,4,1.0,1.0,56.0,5.0,1.872180286161975
within an hour,100%,f,37.96861448060064,23.726908119049074,Entire home/apt,4,1.0,1.0,90.0,4.67,1.0377619025258715
,,f,37.96919114777916,23.7418434927968,Entire home/apt,5,2.0,2.0,130.0,,0.9287407324730712
within an hour,100%,t,37.97718715733431,23.725066098147582,Entire home/apt,3,1.0,1.0,94.0,4.93,0.8821315403073465
within an hour,100%,f,37.96642000035067,23.75269766137696,Entire home/apt,3,1.0,1.0,22.0,4.81,1.8583055133005635
within an hour,100%,t,37.97653,23.72788,Entire home/apt,2,1.0,1.0,71.0,4.79,0.6258814508372471
within an hour,100%,t,37.9661188,23.7222238,Entire home/apt,2,1.0,1.0,108.0,4.94,1.5240849632551827
within an hour,92%,f,37.9837317,23.7338691,Entire home/apt,6,1.5,2.0,88.0,4.56,0.9197721506028467
within an hour,92%,f,37.9887185,23.7273237,Entire home/apt,3,1.0,1.0,42.0,4.85,1.612861195444771
within an hour,92%,f,37.994296,23.7298254,Entire home/apt,7,2.0,3.0,88.0,4.67,2.136815051236821
within an hour,100%,f,37.9806718,23.7188379,Entire home/apt,5,1.0,2.0,67.0,4.71,1.520753220475657
within an hour,88%,t,37.969186,23.7310605,Entire home/apt,5,1.0,1.0,120.0,4.75,0.778583328213458
within a few hours,100%,f,37.9652743,23.7423055,Entire home/apt,4,1.0,2.0,139.0,5.0,1.3093023228001084
within an hour,100%,f,37.96532541680935,23.72667281690621,Entire home/apt,3,1.0,1.0,59.0,4.65,1.3416705966398084
,,f,37.98613740494165,23.73598213772147,Entire home/apt,1,2.0,3.0,88.0,,1.1866219266669247
within an hour,100%,f,37.96198,23.72647,Entire home/apt,4,1.0,2.0,108.0,4.89,1.675160124930666
within an hour,97%,t,37.9928385,23.7641912,Entire home/apt,3,1.0,1.0,141.0,4.93,3.2104772926020066
within an hour,100%,f,37.97718,23.71649,Entire home/apt,5,1.0,2.0,99.0,3.5,1.624433060700146
within an hour,99%,f,37.9841253,23.7337076,Entire home/apt,1,1.0,1.0,176.0,4.57,0.964766935498282
within an hour,100%,t,37.9693751,23.7237465,Entire home/apt,4,1.0,1.0,212.0,4.99,1.1915009856293568
within an hour,96%,f,37.99826,23.73649,Private room,2,1.5,1.0,28.0,4.11,2.5346297865497913
within an hour,96%,f,37.9973517114339,23.73780921397121,Private room,2,2.0,1.0,22.0,,2.443139434674014
within an hour,100%,t,37.9830864,23.722209,Entire home/apt,2,1.0,1.0,58.0,4.1,1.396029292784793
within an hour,100%,f,37.99706641498259,23.72530303342043,Entire home/apt,8,2.0,4.0,67.0,4.71,2.5412924798643015
within a few hours,100%,f,37.9930198,23.7548438,Entire home/apt,4,1.0,1.0,75.0,4.93,2.617311817027947
within an hour,99%,,37.9898184,23.7692634,Entire home/apt,6,1.0,2.0,87.0,4.5,3.406670082946957
within an hour,99%,f,37.9841253,23.7337076,Entire home/apt,2,1.0,1.0,190.0,2.5,0.964766935498282
within an hour,99%,f,37.9841253,23.7337076,Entire home/apt,2,1.0,1.0,198.0,4.5,0.964766935498282
within an hour,100%,t,37.963247,23.7223913,Entire home/apt,4,2.0,2.0,105.0,4.7,1.7489000388702503
within an hour,100%,t,37.970327015636975,23.74298409181078,Entire home/apt,4,1.0,1.0,54.0,4.97,0.9126869601779932
within an hour,99%,t,37.97789760000001,23.7550461,Entire home/apt,4,2.0,2.0,114.0,4.95,1.7858305211799554
within an hour,100%,t,37.9748072,23.7275984,Entire home/apt,4,1.0,1.0,203.0,,0.6446229727364764
within an hour,96%,f,37.99611,23.73572,Private room,2,1.0,1.0,21.0,4.09,2.2928539359156015
within an hour,96%,f,37.99799267762562,23.73633706679365,Private room,2,2.0,1.0,22.0,5.0,2.504240577840555
within an hour,100%,f,37.9651334,23.7271401,Entire home/apt,6,1.0,2.0,88.0,4.66,1.3384492047505252
within an hour,100%,f,37.97499862727315,23.717687018215656,Entire home/apt,5,1.5,3.0,116.0,4.79,1.5097881782621163
within an hour,100%,t,37.9629993,23.7283488,Entire home/apt,8,3.0,3.0,176.0,4.55,1.5039720629918
within an hour,100%,t,37.98875,23.72458,Entire home/apt,4,1.0,2.0,50.0,4.82,1.7288167531591019
within an hour,99%,f,38.0123041172679,23.72729570462151,Private room,1,2.0,1.0,35.0,,4.1463278735336715
within an hour,100%,t,37.97731,23.7267,Entire home/apt,2,1.0,1.0,96.0,5.0,0.7463853658696319
within an hour,80%,f,37.988670740024645,23.72721321880817,Entire home/apt,4,1.0,1.0,49.0,4.71,1.6120457079463804
within an hour,100%,f,38.00998272918522,23.72923158109188,Entire home/apt,3,1.5,1.0,48.0,,3.8663463224427685
within an hour,90%,f,37.964036598474486,23.728792539016546,Entire home/apt,6,2.0,2.0,103.0,4.81,1.3825388139870864
within an hour,100%,f,37.9519838143474,23.72276509242505,Entire home/apt,2,1.0,1.0,34.0,4.75,2.822997224930559
within an hour,100%,f,37.9657265,23.7139233,Entire home/apt,5,1.0,2.0,96.0,4.67,2.1359173470008495
,,f,37.9657965,23.7340637,Private room,2,1.0,1.0,82.0,4.8,1.0814674655084964
within an hour,100%,t,37.9664767,23.731916,Entire home/apt,3,1.0,1.0,92.0,4.78,1.0368800946458092
within an hour,100%,t,37.9678977,23.7440897,Entire home/apt,3,1.0,1.0,67.0,4.75,1.1676841342967887
,,f,37.9657965,23.7340637,Private room,2,1.0,1.0,84.0,5.0,1.0814674655084964
within an hour,90%,f,37.95143,23.72224,Private room,1,1.5,1.0,29.0,4.82,2.897452479874466
,,f,37.99056948820295,23.72355995040305,Entire home/apt,6,1.0,2.0,83.0,5.0,1.9482289253268779
,,f,37.9657965,23.7340637,Private room,2,1.0,1.0,81.0,5.0,1.0814674655084964
a few days or more,0%,f,37.96364,23.72352,Entire home/apt,4,1.0,2.0,65.0,4.35,1.6535680233854744
within an hour,92%,f,37.9819312,23.7178758,Entire home/apt,2,1.0,1.0,46.0,4.33,1.6546529716119123
within an hour,100%,f,37.9776397,23.7286596,Entire home/apt,2,1.0,1.0,64.0,4.5,0.5964817100167508
within an hour,100%,t,37.9797969,23.725181,Entire home/apt,6,1.0,2.0,125.0,4.95,0.976709466404674
within an hour,100%,t,37.97962776446965,23.729236500030492,Entire home/apt,6,1.0,2.0,125.0,4.94,0.6760806241057449
within an hour,100%,f,37.99804,23.73895,Entire home/apt,2,1.0,1.0,36.0,4.78,2.53134117718464
,,f,37.9693347,23.7087228,Entire home/apt,4,1.0,2.0,57.0,4.9,2.3948037976387626
within an hour,100%,t,37.9694942,23.7246788,Entire home/apt,2,1.0,1.0,188.0,4.99,1.117450349868488
within an hour,100%,f,37.99108238910181,23.723468226071997,Entire home/apt,4,1.0,1.0,26.0,4.6,2.001503708042089
within a day,100%,f,37.96854066226911,23.73052396015736,Entire home/apt,2,1.0,1.0,118.0,,0.8636967811924051
within an hour,100%,t,37.98919181927948,23.727974966168404,Entire home/apt,4,1.0,1.0,74.0,4.92,1.6389812057653341
a few days or more,15%,f,37.99623991765499,23.72907741090137,Private room,1,1.5,1.0,22.0,3.0,2.361955226425463
within an hour,100%,t,38.001616,23.715553,Entire home/apt,4,1.0,1.0,69.0,4.9,3.36270012667933
within an hour,100%,f,38.00542,23.7258,Entire home/apt,3,1.0,1.0,36.0,4.5,3.4211944193640593
within an hour,100%,f,37.99975,23.73937,Entire home/apt,4,1.0,2.0,58.0,4.73,2.7247840788427657
within an hour,100%,t,37.96273005241588,23.72072296137696,Entire home/apt,4,1.0,1.0,130.0,4.84,1.886983582772872
within an hour,100%,t,37.99468800279272,23.765195027647405,Entire home/apt,3,1.0,1.0,85.0,5.0,3.406127769209601
within an hour,100%,t,37.98612323208873,23.723139198147585,Entire home/apt,4,1.0,1.0,84.0,4.76,1.5677582562641499
within an hour,98%,t,37.97031059414415,23.70629209348012,Entire home/apt,8,2.0,4.0,137.0,4.93,2.5731656876657896
within an hour,100%,f,37.98364787805273,23.76015388898256,Entire home/apt,2,1.0,1.0,55.0,4.88,2.3916782392669225
within an hour,100%,f,37.99802,23.73752,Entire home/apt,2,1.0,1.0,44.0,4.54,2.5146148489867723
within an hour,100%,f,37.9818901,23.7368898,Entire home/apt,5,1.5,2.0,103.0,4.75,0.7316370958560056
within an hour,100%,t,37.97882,23.74204,Entire home/apt,2,1.0,1.0,81.0,5.0,0.7265927575973755
within an hour,99%,f,37.9778,23.72379,Entire home/apt,2,1.0,1.0,67.0,4.63,1.0068227355332329
within an hour,100%,t,37.97583061733149,23.71577080003501,Entire home/apt,2,1.0,1.0,53.0,4.87,1.6771130447032492
within an hour,100%,t,37.968377,23.731346,Entire home/apt,4,1.0,1.0,85.0,5.0,0.8511057279149447
within an hour,100%,t,38.00192,23.74381,Entire home/apt,2,1.0,1.0,40.0,4.79,3.0397701182978705
within an hour,100%,t,37.9629,23.72721,Entire home/apt,4,1.0,1.0,74.0,4.96,1.5547899936227296
within an hour,100%,t,37.9629993,23.7283488,Entire home/apt,8,2.0,3.0,151.0,5.0,1.5039720629918
within an hour,67%,f,38.00505,23.73297,Entire home/apt,6,1.0,2.0,60.0,3.0,3.2901602317342333
,,f,37.9862197512965,23.743842473580536,Entire home/apt,4,1.0,1.0,62.0,5.0,1.4265745212575636
within a few hours,100%,f,37.971385,23.7307499,Entire home/apt,4,1.0,1.0,167.0,5.0,0.5845510586376457
within an hour,100%,t,37.98198374468327,23.71819538149025,Entire home/apt,4,1.0,1.0,67.0,4.84,1.6320104536067908
within an hour,73%,f,37.9822579,23.7619417,Entire home/apt,4,1.0,1.0,76.0,5.0,2.4864205902360994
within an hour,100%,t,37.9757749,23.7304356,Entire home/apt,2,1.0,1.0,85.0,4.7,0.392505214065124
within an hour,100%,f,37.9721,23.72966,Entire home/apt,4,1.0,1.0,91.0,5.0,0.5948905575773692
within an hour,100%,,37.9997218,23.7380413,Entire home/apt,2,1.0,0.0,57.0,4.42,2.7073742077440235
within an hour,100%,t,37.97628479999999,23.7305366,Entire home/apt,4,1.0,1.0,122.0,,0.3922883863015554
within an hour,100%,t,37.97628479999999,23.7305366,Entire home/apt,2,1.0,1.0,127.0,5.0,0.3922883863015554
within an hour,100%,t,37.97628479999999,23.7305366,Entire home/apt,2,1.0,1.0,115.0,,0.3922883863015554
,,f,37.97539,23.73115,Entire home/apt,2,1.0,1.0,151.0,5.0,0.32892298304479994
,,f,37.97528161675073,23.729368257782447,Entire home/apt,2,1.0,1.0,120.0,4.0,0.48547702905898416
