host_response_time,host_response_rate,host_is_superhost,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,price,review_scores_rating,distance_from_syntagma
within an hour,100%,f,37.9752,23.73278,Entire home/apt,4,1.0,1.0,90.0,4.63,0.18879323031796186
within an hour,100%,f,37.982,23.75594,Entire home/apt,6,1.5,2.0,52.0,4.89,1.9806974627546865
within an hour,100%,,37.97784,23.71996,Entire home/apt,5,1.0,1.0,100.0,4.54,1.3351010303551338
within an hour,100%,t,37.98476,23.74285,Private room,2,1.0,1.0,45.0,4.93,1.2432724082374427
within an hour,100%,f,37.9724,23.73297,Entire home/apt,4,1.5,1.0,49.0,4.54,0.38397945187078464
within an hour,100%,t,37.97639,23.72728,Entire home/apt,6,2.0,2.0,185.0,4.93,0.675196580229878
within an hour,100%,t,37.98919,23.71186,Entire home/apt,2,1.0,1.0,56.0,4.91,2.528814922712342
a few days or more,0%,f,37.9624,23.7206,Entire home/apt,2,1.0,1.0,80.0,4.57,1.9217681716482746
within a few hours,100%,f,37.98177,23.7622,Entire home/apt,4,1.0,0.0,35.0,4.29,2.492301057656949
within an hour,100%,t,37.97837,23.72296,Entire home/apt,4,1.0,1.0,91.0,4.91,1.0941208333035481
within an hour,100%,t,37.97781,23.72159,Entire home/apt,4,1.0,1.0,91.0,4.95,1.1945727962885955
within an hour,100%,t,37.97838,23.72294,Entire home/apt,4,1.0,1.0,92.0,4.89,1.0961220146981427
within an hour,100%,t,37.97838,23.72297,Entire home/apt,4,1.0,1.0,91.0,4.92,1.09360750000742
within an hour,100%,t,37.97836,23.72296,Entire home/apt,4,1.0,1.0,90.0,4.86,1.0937970890587794
within an hour,100%,t,37.97839,23.72295,Entire home/apt,4,1.0,1.0,91.0,4.9,1.0956093450168374
within an hour,99%,f,37.966805,23.730673,Entire home/apt,6,2.0,2.0,114.0,4.8,1.0354080280137534
within an hour,100%,t,38.0104,23.73196,Entire home/apt,2,1.0,1.0,31.0,5.0,3.889245621911295
within an hour,100%,f,37.96425,23.72358,Entire home/apt,2,1.0,1.0,45.0,4.88,1.5967192329609459
within an hour,100%,,37.97803,23.7249,Entire home/apt,2,1.0,1.0,83.0,4.84,0.9205458479256485
within an hour,100%,f,37.97624,23.72346,Private room,2,1.0,1.0,52.0,4.5,1.0061049995770683
a few days or more,0%,f,37.98322,23.73031,Entire home/apt,2,1.5,0.0,34.0,,0.9480189568222893
within an hour,100%,t,37.97992,23.72914,Entire home/apt,4,1.0,1.0,49.0,4.86,0.7045838825630923
within an hour,100%,f,37.96958160400391,23.72680282592773,Entire home/apt,2,1.0,1.0,138.0,4.89,0.9679115740244449
within an hour,100%,f,37.96616,23.72643,Entire home/apt,4,1.0,1.0,49.0,4.77,1.276657867530963
within an hour,100%,t,37.99072,23.7506,Entire home/apt,2,1.0,1.0,36.0,4.87,2.1811773078946386
within an hour,100%,f,38.00291,23.74959,Entire home/apt,3,1.0,1.0,30.0,4.85,3.3085835058101205
within an hour,100%,t,37.96575,23.7323,Entire home/apt,4,1.0,1.0,47.0,4.8,1.107847271892877
within a few hours,100%,t,37.96761,23.7287,Entire home/apt,3,1.0,1.0,74.0,4.77,1.032020436899423
within a few hours,100%,f,37.97879,23.73895,Entire home/apt,5,1.0,1.0,62.0,4.84,0.5097503364315461
within an hour,100%,t,38.000645,23.720074,Entire home/apt,2,1.0,1.0,41.0,4.98,3.083146828312518
within an hour,100%,t,37.97476,23.73322,Entire home/apt,6,2.5,2.0,139.0,4.87,0.16868635984712668
within an hour,100%,t,38.00047,23.72585,Private room,1,1.0,1.0,18.0,4.2,2.8875929119233565
within an hour,100%,t,37.9658469175647,23.740582663271304,Entire home/apt,5,1.0,2.0,78.0,4.85,1.183327811183093
within an hour,100%,,37.9834,23.73559,Entire home/apt,4,1.0,1.0,65.0,4.86,0.8805192339602097
within an hour,100%,t,37.9741,23.72616,Entire home/apt,5,2.0,2.0,204.0,4.85,0.7817431341959907
,,,37.98729,23.71923,Entire home/apt,2,1.0,1.0,62.0,4.86,1.8986602500201302
,,f,37.96752,23.71011,Entire home/apt,7,1.5,2.0,76.0,4.88,2.34720019643268
within an hour,100%,f,37.96712,23.73609,Entire home/apt,3,1.0,0.0,32.0,4.79,0.9376339081621342
within an hour,94%,f,37.9647,23.72194,Entire home/apt,6,1.0,2.0,136.0,4.79,1.653116059021605
within an hour,100%,t,37.97961,23.74488,Entire home/apt,2,1.0,1.0,46.0,4.94,0.9869319521679596
within an hour,100%,t,37.99824,23.77067,Entire home/apt,2,1.0,1.0,32.0,4.96,4.027509114371273
within an hour,100%,f,37.97616,23.7316,Private room,2,1.0,1.0,150.0,4.25,0.2984153992564484
within an hour,99%,t,37.97694,23.72984,Entire home/apt,5,1.0,0.0,103.0,4.9,0.4715339551107626
,,f,37.9836659,23.7608038,Entire home/apt,4,1.0,2.0,114.0,4.86,2.4452342375576803
within an hour,100%,t,37.97954,23.72301,Entire home/apt,2,1.0,1.0,58.0,4.93,1.134852870072405
within an hour,100%,t,37.9737,23.74782,Private room,2,1.0,1.0,25.0,4.63,1.1500295721935876
within an hour,100%,f,37.9553,23.72921,Entire home/apt,2,1.0,1.0,37.0,5.0,2.300857237841105
within an hour,100%,t,37.98072814941406,23.72015953063965,Entire home/apt,4,1.0,1.0,35.0,4.76,1.416753222580436
within an hour,100%,t,37.97788,23.75431,Entire home/apt,3,1.0,1.0,55.0,4.95,1.721759148896027
within an hour,100%,f,37.96726,23.73935,Entire home/apt,2,1.0,0.0,46.0,4.77,0.995823520473432
within an hour,100%,f,37.98789,23.72839,Entire home/apt,4,1.0,1.0,67.0,2.5,1.4911800334076648
within an hour,100%,t,37.98176,23.74054,Entire home/apt,7,2.0,2.0,101.0,4.88,0.8537542566212627
within an hour,100%,,37.98047,23.71717,Entire home/apt,8,1.0,2.0,100.0,4.67,1.6493583642626055
within an hour,100%,t,37.97329,23.73303,Entire home/apt,4,1.0,2.0,125.0,4.88,0.2953906251215184
within an hour,100%,,37.96759,23.73296,Entire home/apt,8,1.5,2.0,115.0,4.94,0.8958403376139539
within an hour,100%,t,37.98124,23.7128,Entire home/apt,2,1.0,1.0,44.0,4.7,2.039479935700995
within an hour,100%,t,37.96376,23.72441,Entire home/apt,4,1.0,2.0,129.0,4.99,1.5967792490620092
within an hour,100%,t,37.97986,23.73744,Entire home/apt,2,1.0,1.0,124.0,4.88,0.5334834309642055
,,f,37.98532,23.74197,Entire home/apt,6,1.0,2.0,64.0,4.86,1.2555066987071621
within an hour,100%,t,37.97964477539063,23.72140312194824,Entire home/apt,2,1.0,0.0,128.0,4.92,1.2696013549334786
within a few hours,100%,f,37.965408,23.712004,Entire home/apt,5,1.5,2.0,81.0,4.94,2.2994377174695098
within an hour,100%,f,37.98606,23.73559,Entire home/apt,1,1.5,1.0,28.0,4.79,1.1757747256027082
,,f,37.97642,23.71814,Entire home/apt,6,1.0,2.0,82.0,4.96,1.4725969675913826
within an hour,100%,t,37.98906,23.74913,Entire home/apt,2,1.0,1.0,40.0,4.98,1.9567607381904202
within an hour,100%,f,37.96363,23.73321,Entire home/apt,4,1.0,2.0,60.0,4.56,1.328171609673242
within an hour,100%,f,37.99765405839978,23.73112906322937,Entire home/apt,2,1.0,1.0,43.0,4.71,2.485487885964399
within an hour,100%,f,37.96754,23.71021,Entire home/apt,5,1.0,2.0,59.0,4.81,2.3382443626957583
within an hour,100%,t,37.97704,23.71008,Entire home/apt,2,1.0,1.0,36.0,4.79,2.1822303904010045
within an hour,100%,t,37.96787,23.72753,Entire home/apt,6,1.5,2.0,158.0,4.97,1.0663797301988553
within an hour,100%,f,37.987281799316406,23.76435852050781,Entire home/apt,6,1.0,2.0,55.0,5.0,2.895249668705852
within a few hours,100%,t,37.96838,23.72948,Entire home/apt,2,1.0,1.0,143.0,4.98,0.9233194111561307
within an hour,100%,t,37.97488,23.73156,Entire home/apt,2,1.0,1.0,115.0,4.95,0.3007669331298597
within a few hours,100%,f,37.99084,23.71617,Entire home/apt,4,1.5,2.0,57.0,4.52,2.3673206374660953
within an hour,100%,t,37.97695,23.70886,Entire home/apt,3,1.5,1.0,125.0,4.92,2.28812487487675
within an hour,100%,t,37.97695,23.70884,Entire home/apt,4,1.5,1.0,131.0,4.84,2.2898735445851335
within an hour,100%,t,37.97688,23.70888,Entire home/apt,4,1.5,1.0,125.0,4.9,2.2858415895720707
within an hour,100%,f,37.98226,23.71547,Entire home/apt,6,1.0,2.0,75.0,4.65,1.8615134480518454
within an hour,100%,t,37.96788,23.71305,Entire home/apt,2,1.0,1.0,52.0,4.95,2.0943468897913355
within an hour,100%,t,37.96294,23.72412,Entire home/apt,4,1.0,1.0,84.0,4.98,1.6862630676274464
within an hour,100%,f,37.97737,23.73011,Entire home/apt,4,1.0,1.0,160.0,4.67,0.46851801821139133
within an hour,100%,f,37.97851,23.73003,Entire home/apt,2,1.0,1.0,137.0,4.67,0.5424284504554184
within an hour,88%,f,37.97862,23.73016,Entire home/apt,2,1.0,1.0,120.0,4.71,0.5412649877542854
within an hour,100%,t,37.96622,23.73496,Entire home/apt,5,1.0,2.0,73.0,4.91,1.0319023226903676
within an hour,100%,t,37.95954,23.72438,Entire home/apt,4,1.0,1.0,62.0,4.88,1.9999775002621212
a few days or more,0%,f,37.99162,23.77173,Entire home/apt,4,1.0,1.0,29.0,4.79,3.692163561252122
within an hour,100%,t,37.9779167175293,23.75042724609375,Entire home/apt,5,1.0,2.0,186.0,4.95,1.3872493930390346
within an hour,100%,t,37.98951,23.73695,Entire home/apt,2,1.0,0.0,37.0,4.92,1.568167560232425
,,f,37.96851,23.7306,Entire home/apt,5,1.0,2.0,140.0,4.92,0.8638238032724077
within an hour,100%,f,37.96637,23.73053,Entire home/apt,6,1.0,2.0,69.0,4.82,1.0850752118117923
within an hour,100%,t,37.96118,23.73015,Private room,2,1.0,1.0,46.0,4.96,1.6458536769308292
within an hour,100%,t,37.989532,23.72261,Entire home/apt,3,1.0,1.0,78.0,4.96,1.8959769650993663
within an hour,100%,t,37.97714,23.72499,Entire home/apt,2,1.0,0.0,61.0,4.76,0.887558252388223
within an hour,100%,t,37.97792434692383,23.75047492980957,Entire home/apt,3,1.0,1.0,106.0,4.93,1.3915140000531772
within an hour,100%,,37.973023,23.7194696,Entire home/apt,2,1.0,1.0,95.0,4.93,1.380288692070447
within an hour,100%,t,37.96776,23.72866,Entire home/apt,4,1.0,1.0,105.0,4.95,1.019755292287145
within an hour,100%,t,37.97658,23.72847,Entire home/apt,4,1.0,1.0,89.0,4.91,0.5762509324831764
within an hour,100%,t,37.96151,23.74315,Entire home/apt,5,1.0,2.0,61.0,4.94,1.7155058418083213
,,f,38.0005,23.71197,Entire home/apt,4,1.0,1.0,59.0,5.0,3.430140429114287
within an hour,100%,t,37.96273,23.73025,Private room,2,1.0,1.0,41.0,4.93,1.4773070876998766
within an hour,100%,t,37.96342,23.72027,Entire home/apt,2,1.0,0.0,63.0,4.96,1.8571404998342806
within an hour,100%,t,37.988209,23.741968,Entire home/apt,2,1.0,0.0,49.0,4.71,1.5429879511271203
within an hour,100%,t,37.99873,23.76718,Entire home/apt,4,1.0,0.0,61.0,4.84,3.83082349279743
a few days or more,0%,f,37.98789,23.7413,Entire home/apt,2,1.0,1.0,45.0,4.59,1.4875178217315037
within an hour,100%,f,37.97896,23.72342,Entire home/apt,3,1.0,0.0,65.0,4.63,1.0772665605225564
within an hour,100%,,38.01207,23.73387,Entire home/apt,3,1.0,1.0,30.0,4.86,4.067400054844599
within an hour,100%,f,37.98404,23.7233,Entire home/apt,8,1.5,2.0,50.0,4.46,1.391200073907927
within an hour,100%,t,37.97686,23.72573,Entire home/apt,2,1.0,1.0,46.0,4.95,0.8178644995038282
within an hour,100%,f,37.96391,23.72289,Entire home/apt,4,1.0,1.0,89.0,4.56,1.6641001955898598
within an hour,100%,f,37.96293,23.73161,Entire home/apt,5,1.5,2.0,81.0,4.88,1.4271637548763672
,,f,37.97485,23.72861,Entire home/apt,2,1.0,1.0,154.0,4.87,0.5560512667241239
a few days or more,0%,f,37.98666,23.75004,Entire home/apt,4,1.0,1.0,35.0,4.79,1.816788510514184
within a few hours,100%,f,37.97724267092278,23.755872539756645,Entire home/apt,6,2.0,1.0,126.0,4.92,1.8484495615678542
within an hour,100%,t,37.99391174316406,23.76565933227539,Private room,2,1.0,1.0,30.0,4.74,3.385061321904033
within an hour,100%,t,37.9673154,23.7262569,Entire home/apt,6,1.5,2.0,109.0,4.98,1.1841690668490557
within an hour,100%,t,37.97912,23.73006,Entire home/apt,4,1.0,1.0,132.0,4.96,0.5848026860391277
within an hour,100%,t,37.97023,23.74487,Entire home/apt,4,1.0,2.0,80.0,4.94,1.0522039844883184
within an hour,99%,f,37.96622,23.7318,Entire home/apt,6,2.0,2.0,99.0,4.86,1.0670691604130675
within a few hours,75%,t,37.97467,23.74893,Entire home/apt,2,1.0,1.0,84.0,5.0,1.233223706646416
within an hour,100%,f,37.95872,23.73578,Entire home/apt,4,1.0,2.0,155.0,4.91,1.8674448991350197
within an hour,100%,t,37.98919,23.73469,Entire home/apt,4,1.0,2.0,91.0,4.9,1.5223698079474022
within an hour,100%,f,37.9726,23.74472,Entire home/apt,2,1.0,1.0,47.0,4.78,0.9191801199401458
within an hour,100%,f,37.96772,23.73103,Entire home/apt,6,1.0,2.0,39.0,4.78,0.9292308588969425
within a day,70%,t,37.975,23.71906,Private room,2,1.0,1.0,37.0,4.85,1.3895261323671488
within an hour,100%,t,37.96976,23.74144,Entire home/apt,4,1.0,1.0,87.0,4.88,0.8579098686597153
within a few hours,88%,t,38.012894,23.733814,Entire home/apt,4,1.0,1.0,35.0,4.92,4.159111989092524
within an hour,100%,t,37.99432,23.76218,Entire home/apt,2,1.0,1.0,43.0,4.76,3.177336821653618
within a few hours,100%,f,37.96908,23.72698,Entire home/apt,2,1.0,1.0,49.0,4.87,0.9957782052508427
within an hour,100%,t,37.98615,23.74094,Entire home/apt,2,1.0,1.0,33.0,4.71,1.297163977096894
within an hour,100%,f,37.98833,23.72793,Entire home/apt,11,1.5,4.0,141.0,4.53,1.5519187913552976
,,f,37.96276,23.72078,Entire home/apt,4,1.0,1.0,77.0,4.83,1.881185276193466
within an hour,100%,t,37.97856,23.72016,Entire home/apt,2,1.0,1.0,84.0,4.91,1.3360189685827324
within an hour,100%,t,37.98533,23.74348,Entire home/apt,3,1.0,1.0,50.0,4.97,1.3267480421300522
,,f,37.9950491,23.7289979,Entire home/apt,5,1.5,2.0,80.0,5.0,2.2344565530449616
within an hour,100%,t,37.9961,23.72911,Entire home/apt,4,1.0,1.0,36.0,4.7,2.3461476522493667
within an hour,100%,f,37.9766,23.72333,Entire home/apt,3,1.0,0.0,43.0,4.68,1.02147634612707
within an hour,100%,t,37.99592,23.73772,Entire home/apt,2,1.0,1.0,84.0,4.95,2.2840110673711655
within an hour,100%,f,37.97848,23.72512,Entire home/apt,4,1.0,0.0,45.0,4.73,0.9190352427091316
within an hour,100%,f,37.9758,23.72518,Entire home/apt,6,1.0,2.0,80.0,4.73,0.8526291253455911
,,f,37.99866,23.72045,Entire home/apt,5,1.0,1.0,29.0,4.54,2.8697975495521204
within an hour,100%,t,37.96602,23.73473,Entire home/apt,2,1.0,0.0,76.0,4.87,1.0542332300133734
within an hour,100%,t,37.96875,23.75306,Entire home/apt,2,1.0,1.0,49.0,4.87,1.759910940986339
within an hour,100%,t,37.97486,23.72639,Entire home/apt,2,1.0,1.0,140.0,4.94,0.7493093577488108
within an hour,90%,t,37.97379,23.72983,Entire home/apt,2,1.0,1.0,150.0,4.84,0.4833703074526746
within an hour,100%,t,37.97723,23.72615,Entire home/apt,4,1.0,1.0,138.0,4.92,0.7907035499648801
within an hour,100%,,37.97876,23.72546,Entire home/apt,2,1.0,1.0,72.0,4.85,0.9033393702496346
within an hour,100%,,37.996692,23.728491,Entire home/apt,4,1.0,2.0,76.0,4.96,2.4224592011695405
within an hour,100%,f,37.97777938842773,23.73192024230957,Private room,4,1.0,1.0,106.0,4.76,0.3639423480538896
within an hour,100%,f,37.97777938842773,23.73192024230957,Private room,7,2.0,2.0,107.0,4.69,0.3639423480538896
within an hour,100%,t,37.98465,23.73812,Entire home/apt,4,1.0,1.0,91.0,4.84,1.055850544846234
,,f,37.96636698671669,23.737891300733065,Entire home/apt,2,1.0,1.0,78.0,,1.0488494663638093
,,f,37.97823,23.74495,Entire home/apt,6,1.0,2.0,143.0,4.94,0.9317250804361488
within an hour,100%,,37.97112,23.73003,Entire home/apt,3,1.0,1.0,196.0,4.99,0.6476318170309738
within an hour,100%,f,37.98809,23.73565,Entire home/apt,4,1.0,1.0,40.0,4.69,1.4014865101930636
within an hour,100%,f,37.96625,23.726,Entire home/apt,5,1.0,2.0,77.0,4.86,1.2909528909709436
within an hour,100%,f,37.99333,23.76274,Entire home/apt,2,1.0,1.0,39.0,4.72,3.1438857184559716
within an hour,100%,f,37.97678,23.73018,Private room,2,2.0,1.0,29.0,4.75,0.4375123657903077
within an hour,100%,t,37.98315,23.71739,Entire home/apt,6,1.5,3.0,160.0,4.97,1.754684580702595
within an hour,100%,t,37.9941,23.74336,Entire home/apt,2,1.0,1.0,40.0,4.94,2.1971104307405387
within an hour,100%,t,37.98724,23.73522,Entire home/apt,2,1.0,1.0,31.0,4.84,1.305729685022839
,,f,37.98776,23.74757,Entire home/apt,5,1.0,1.0,92.0,4.98,1.7582858005030988
,,f,37.99629,23.73226,Entire home/apt,2,2.0,2.0,39.0,,2.3232918378393146
within an hour,100%,f,37.96686,23.73145,Entire home/apt,4,1.0,1.0,66.0,4.45,1.0071977047138678
within an hour,100%,,37.97539,23.71791,Entire home/apt,3,1.0,2.0,92.0,4.93,1.4892598985979544
within a few hours,90%,t,37.98411,23.76828,Entire home/apt,2,1.5,1.0,35.0,4.77,3.0783185699680042
within an hour,100%,t,37.97356,23.75113,Entire home/apt,3,1.0,1.0,62.0,4.94,1.4388740782972693
,,f,37.97795,23.75249,Entire home/apt,2,1.0,1.0,88.0,4.91,1.5656576985434056
within an hour,94%,f,37.97004,23.73156,Entire home/apt,4,1.0,1.0,118.0,4.89,0.6740277984827874
within an hour,100%,t,37.95908,23.72115,Entire home/apt,3,1.0,0.0,54.0,4.9,2.1878051632951436
within an hour,100%,f,37.97826,23.74931,Entire home/apt,4,1.0,1.0,56.0,4.34,1.2997933272229616
,,f,37.96397,23.71963,Entire home/apt,4,1.5,2.0,57.0,4.21,1.8534952146029897
,,f,37.96289,23.71718,Entire home/apt,2,1.5,1.0,32.0,4.41,2.0925828408512164
within an hour,100%,t,37.98009,23.7233,Entire home/apt,7,2.0,1.0,145.0,4.93,1.1376452878523222
within a few hours,100%,t,37.97856,23.72914,Entire home/apt,4,1.0,1.0,81.0,4.88,0.6088214027179123
within a few hours,93%,t,37.97444,23.73266,Entire home/apt,4,1.0,1.0,116.0,4.87,0.22900379249803246
,,f,37.98962,23.76719,Entire home/apt,5,1.5,2.0,83.0,4.64,3.2363714322019903
within an hour,100%,f,37.96318,23.72857,Entire home/apt,2,1.0,1.0,115.0,5.0,1.4780329134277423
within an hour,100%,f,37.98763,23.73465,Entire home/apt,5,2.0,2.0,90.0,,1.3489724225382218
within an hour,100%,t,37.95956,23.74171,Entire home/apt,4,1.0,3.0,62.0,4.97,1.8702803025419803
within an hour,100%,t,37.97648,23.75433,Entire home/apt,2,1.0,1.0,50.0,4.84,1.7065509187820609
within an hour,100%,f,37.99669,23.73595,Entire home/apt,8,2.0,4.0,153.0,4.5,2.358016742568474
within an hour,100%,f,37.99669,23.73595,Entire home/apt,5,1.0,3.0,99.0,,2.358016742568474
within an hour,95%,t,37.97921,23.74429,Entire home/apt,2,1.0,1.0,89.0,4.86,0.920633159398375
within an hour,100%,t,37.97896,23.72664,Entire home/apt,6,1.0,2.0,74.0,4.83,0.8198662284680878
within an hour,100%,t,37.96766,23.7329,Entire home/apt,5,1.0,2.0,94.0,4.82,0.8892213768630292
,,f,37.98342,23.72385,Entire home/apt,2,1.0,2.0,57.0,4.63,1.3090328118005679
within an hour,100%,f,37.98509,23.72692,Entire home/apt,2,1.0,1.0,33.0,4.73,1.2752676070141484
within an hour,100%,f,37.98537,23.72832,Entire home/apt,5,2.0,2.0,74.0,4.67,1.2397941010775897
within an hour,100%,f,37.98525,23.72891,Entire home/apt,3,1.0,1.0,31.0,4.64,1.204578107213012
within an hour,100%,f,37.98297,23.73872,Entire home/apt,2,1.0,1.0,35.0,4.6,0.8955668766001011
within an hour,100%,t,37.98039,23.73678,Entire home/apt,4,1.0,1.0,65.0,4.95,0.5681630354212367
a few days or more,0%,f,37.99404,23.72278,Entire home/apt,2,1.0,2.0,35.0,4.85,2.319114536210057
within an hour,100%,,37.9794,23.71669,Entire home/apt,12,2.0,3.0,196.0,4.22,1.653965448435885
within an hour,100%,f,38.00049,23.74778,Entire home/apt,2,2.0,1.0,70.0,4.93,2.9992711447711335
within an hour,100%,t,37.97999,23.7236,Entire home/apt,5,1.0,2.0,115.0,4.86,1.1091587933730322
,,f,37.9806,23.71425,Entire home/apt,2,1.0,1.0,53.0,5.0,1.8967136807104128
within an hour,100%,f,37.9845,23.71985,Entire home/apt,5,1.0,3.0,95.0,4.13,1.6557440447207845
within an hour,100%,t,37.97919,23.70707,Entire home/apt,2,1.0,1.0,46.0,4.96,2.473563568523549
within an hour,100%,t,37.97356,23.7284,Entire home/apt,4,1.0,1.0,122.0,4.97,0.6092165126243845
,,f,37.986347,23.74194,Entire home/apt,2,1.0,1.0,55.0,4.91,1.3547961618245632
,,f,37.96676,23.72733,Entire home/apt,4,1.0,1.0,45.0,,1.1767750123831084
within a few hours,100%,t,37.96981,23.7308,Entire home/apt,2,1.0,1.0,64.0,4.81,0.7276451655527042
within an hour,100%,f,37.97134,23.73146,Entire home/apt,3,1.0,1.0,66.0,4.84,0.5521713172653138
within an hour,91%,f,37.99092,23.76701,Entire home/apt,2,1.0,1.0,40.0,4.8,3.2954106235536376
within an hour,100%,t,37.96674,23.73673,Entire home/apt,4,1.0,1.0,98.0,4.94,0.9871878685554888
within an hour,100%,f,37.96901,23.72986,Entire home/apt,2,1.0,1.0,125.0,4.84,0.8461446991319995
within an hour,100%,f,37.96788,23.73577,Entire home/apt,3,1.0,1.0,135.0,4.78,0.8507303448578503
within an hour,100%,f,37.96591,23.75299,Entire home/apt,2,1.0,1.0,88.0,4.75,1.9109317070546596
within an hour,100%,f,37.96653,23.75432,Entire home/apt,3,1.0,1.0,90.0,4.8,1.972990880582148
within an hour,100%,t,38.01103973388672,23.72235107421875,Entire home/apt,3,1.0,1.0,71.0,4.93,4.101987914990368
within a few hours,100%,t,37.97333,23.74789,Entire home/apt,4,2.0,2.0,94.0,4.93,1.1639034659816938
within an hour,100%,f,37.97679,23.73015,Private room,2,2.0,1.0,43.0,4.76,0.440360623516707
within an hour,100%,f,37.97829,23.74995,Entire home/apt,4,1.0,1.0,55.0,4.46,1.3551278037689092
within an hour,100%,t,37.97335,23.73313,Entire home/apt,2,1.0,1.0,94.0,4.9,0.28499902412050493
within an hour,100%,f,37.97677,23.73005,Private room,2,2.0,1.0,37.0,4.76,0.44795079462853576
within an hour,100%,t,37.97987,23.73921,Entire home/apt,2,1.0,1.0,80.0,4.82,0.6154913094076997
within an hour,100%,f,37.99887,23.73926,Entire home/apt,2,1.0,1.0,33.0,4.77,2.6265673809747283
,,f,37.96317,23.73249,Entire home/apt,4,1.0,2.0,201.0,4.76,1.3872141738231067
within an hour,100%,t,37.98671,23.7447,Entire home/apt,2,1.0,1.0,40.0,4.95,1.5137706584344042
within an hour,100%,f,37.97909,23.73096,Entire home/apt,2,1.0,1.0,65.0,4.76,0.5278377337422306
within an hour,100%,f,38.00008,23.73477,Entire home/apt,2,1.0,1.0,41.0,5.0,2.733195041628886
within a few hours,83%,f,37.99402,23.72912,Entire home/apt,4,1.5,2.0,80.0,4.81,2.1207188219790907
within an hour,100%,t,37.98586,23.73662,Private room,2,1.0,1.0,29.0,4.89,1.1618013886444631
within an hour,100%,t,37.97651,23.72982,Entire home/apt,5,1.0,1.0,116.0,4.87,0.45921420742125885
,,f,37.98588,23.73962,Private room,2,1.0,1.0,15.0,4.33,1.2261009370014828
a few days or more,33%,f,37.96787,23.72582,Entire home/apt,4,1.5,1.0,64.0,,1.1633159005264524
within an hour,100%,,37.97183,23.73126,Entire home/apt,2,1.5,1.0,120.0,4.92,0.5180095654303106
within an hour,100%,t,37.98244,23.71588,Entire home/apt,3,1.0,2.0,106.0,4.94,1.8370112196507478
